azp1556_ch17_0,"<root><div type=""chapter""><p>"
azp1556_ch17_282,"† Vale tambien, quādo quando el padre ni expressa, ni tacitamente reuoco la donacion en vida, porq̃ porque con su muerte se confirma, y va le como legado, y manda. Es de notar empero, que la donaciō donacion del padre y dela madre, hecha al hijo, q̃ que no es remuneratoria, por mas q̃ que valga, o por mas q̃ que se confirme cō con su muerte, por no la reuocar en sus vidas: pero si excede la mitad, o el tercio, o el tercio y quin to de sus bienes, de que los padres pueden libremente disponer, se gun varias leyes, de varios reynos, que luego alegaremos, y prejudi ca a la legitima de los otros hijos, ha se de reuocar della tanto, quā to quanto fuere menester, para escusar el prejuzio dellos n l. 1. C. de in offic. donat. &amp; l. 1. C. de inoff. doti.."
azp1556_ch17_283,"¶ Lo sexto, † que presuponemos es, que si vn hijo sirue a su padre, y los otros no: aunque el padre por via de remuneracion de sus ser uicios le pueda dar tanto, quanto valian aquellos seruicios, y quan to ouiera de dar a vn estra ño: pero si no se lo da, ni el hijo en vida del padre assento con el que sus seruicios se le pagassen (alomenos como se pagaran avn estra ño) ni lo protesto de se lo pedir a el, o a sus herederos (muerto el) no podra pedir a sus hermanos herede ros, que le den aquello auentajado por razon de sus seruicios, por que se presume auer lo hecho por amor filial a ar. l. Nẽsen nius Nensenius. ff. de nego. l. 1. &amp;. l. alimen ta. C. eod. ."
azp1556_ch17_284,"Lo septimo † pre suponemos, que la donaciō donacion hecha por el marido a la muger, o por la muger al marido despues de cōtrahido contrahido el matrimonio por pala bras de presente, o antes para el tiempo, en que estuuiere ya cōtra hido contrahido, no vale nada, y puede la reuocar el donador antes que mue ra, quando quisiere b l. 1. ff. de do na. inter vir. &amp; vxor., aun que se haga por tercera persona, y por via de remissiō remission de deuda c l. Si sponsus. ff. eod.: saluo quando el Emperador, o el rey do na a la emperatriz, o a la reyna, o ella a el d C. eo. l. pen.. Y quando el que dona, da dinero para rehazer las cosas, que se quemaron e ff. eod. l. Qđ Quod si vir.. Y quando el q̃ que dona no se haze mas pobre por la tal donacion, aun q̃ que se haga mas rico el que recibe."
azp1556_ch17_285,"Y quando † el que recibe no se haze mas rico, aunque el que dona se haga mas pobre. Y quando se dona para el tiempo, que el matrimonio se acabare. s. que la cosa sea del marido o de la muger, quando vno dellos muriere f leg. Sed inte rim. ff. eodem.. Y quando la donaciō donacion se haze por causa de la muerte, para que aquel aquiẽ aquien se hizo la do nacion, lo aya despues dela muerte del que lo dono g vt in. d. l. Sed interim.: con tanto q̃ que no se priue de la facultad dela reuocar en vida h Secũd ũ Secundum glo. in. d. l. Sed inte terim. §.. Y quando la mu ger dona al marido para alcan çar alguna honrra o dignidad i l. Quod adipisc ẽd æ adipiscendæ. ff. eod.. Y quando el marido (durante el matrimonio) relaxa a la muger to da la dote prometida, o alguna parte della k glo. singu. &amp; ibi. Cyn. &amp; Bal. in. l. Si cōst āte constante. de donatio. an te nup.. La relaxacion empe ro de otra deuda no vale. Y quādo quando el marido se ñala a la muger pa ra vn mes, o a ño, o para toda su vida vn tanto para su mantenimiẽ to mantenimiento, y de los suyos, hasta la valia de los frutos dela dote, y no mas l vt tenet gio. in. l. Ex annuo. ff. de donat. in ter vir. per illũ illum textum.."
azp1556_ch17_286,"* Lo octauo, que el padre que dexa alguna manda a la hija, aquiẽ aquien deuia la dote, es visto mandar se la para en pago, o parte de pago della m c. Qui abstu lerint. 12. q.. Porque es deuda deuida por derecho."
azp1556_ch17_287,"¶ Delo dicho se siguẽ siguen las p̃guntas preguntas siguiẽtes siguientes. SVMARIO. Padre como peca mortalmente contra el. 7. mādamiento mandamiento, si tomo al hijo de los bienes castrẽses castrenses, o quasi castrenses, o aduenticios. Si por fuer ça o enga ño hizo renunciar a su hija la legitima, y que se le hizo jurar, y ouo da ño enorme. num. 151. &amp; sequent."
azp1556_ch17_288,"SI † tomo alguna cosa notable a su hijo, que aun estaua debaxo de su poderio de los bienes castrẽses castrenses, o quasi castrenses. M. con obligacion de restituyr a c. Qui abstu lerit. 12. q. 2.. Lo mesmo si vsurpo algo de los bienes aduenticios, quanto a la propriedad vendiendo a otro, o encubriẽ dolo encubriendolo para si: o si administrandolos dexo adrede da ñificarlos, ho ra tuuiesse el vsufructo, hora no. Y los otros hermanos herederos quedan obligados (despues de la muerte del padre) a le satisfazer la dicha perdida, quādo quando partieren los bienes. Mas si el padre tenia el vsufructo delos tales bienes, y no da ñifico la propriedad dellos, mas solamente los fructos: ni el padre, ni los hermanos son obliga dos a le restituyr por ello nada: aunque si, sino tenia el vsufructo b Ange. verb. Peculiũ Peculium. §. 24."
azp1556_ch17_289,Syl. eo. ti. q. 15..
azp1556_ch17_290,"¶ Si † por fuer ça (alomenos reuerencial) o enga ño, induzio a su hija, a que renunciasse su legitima, y jurasse que se cōtentaria contentaria con la dote, que se le dio menor que su legitima, y que no auria recur so a los bienes de su padre. M. con obligacion de restituyr c Arg. a Cōtra Contra rio. ca. qu āuis quamuis. vbi Dñi Domini. &amp; alij. de pactis. lib. 6.. Dixi mos (por fuer ça, alomonos reuerencial, o enga ño) porque de otra manera no es pecado, antes se ha de guardar el juramento, puesto que interuiniesse da ño, que llaman enorme, o enormissimo, en el fuero de la consciencia, aunque no enel exterior: porque entreue niendo el tal da ño, se presume, que ay enga ño, segun Pedro de An charrano d Consi. 38. &amp; in reg. Accessori ũ Accessorium. de reg. iur. lib. 6. &amp; late De tius cōsi consi. 180., y la presuncion cessa enel fuero dela cōsciencia consciencia e Iuxta notata in c. Is qui. &amp;c. Tua de spons.. Con la qual concordia se podrian por ventura concertar las contrarias opiniones referidas por Decio f in. d. consili. 180. &amp; cōsi consi. 26. &amp;. 182.."
azp1556_ch17_291,"¶ Del marido, que toma de lo de su muger, y dela muger que toma de lo de su marido. SVMARIO. Marido como peca mortalmente cōtra contra el septimo mandamiẽto mandamiento, si toma ala muger de sus bienes paraphernales, y quales son ellos. numero. 153. Muger como peca mortalmente si toma dela hazienda del mari do, aun para limosnas, sino en ocho casos. nu. 153. &amp; sequent. Si esconde los bienes del marido. numero. 156. Bienes paraphernales, que son. numero. 153. Limosna quando puede dar la muger. numero. 153. &amp; sequent."
azp1556_ch17_292,"SI el † marido tomo para si, o dio a otro algũa alguna cosa notable delos bienes, q̃ que allẽde allende la dote tiene su muger, q̃ que el derecho llama en grie go Paraphernales. M. porq̃ porque vsurpa lo ageno cōtra contra derecho."
azp1556_ch17_293,"* Bienes paraphernales, sō son los bienes, q̃ que la muger reserua ꝑa para si fuera đla dela dote q̃ que al marido dio para su mātenimi ẽto mantenimiento y cargos del matrimonio a l. Si ego. §."
azp1556_ch17_294,Dotis. ff. de iur. dot. *.
azp1556_ch17_295,"¶ Si la muger tomo para si, o dio de la hazienda, notable quātidad quantidad contra la voluntad del marido, para parientes, juegos, cōficiones conficiones, o para otras cosas semejantes. M. con obligacion de restituyr b Tho. 2. Sec. q. 62. art. 1.. Por que ni aũ aun por via de limosna puede dar de los bienes del marido, o cōmunes communes sin su licencia, sino en los casos siguientes. El primero, al que esta en extrema necessidad: con tanto, que el marido no in curra por ello en otra tal c cap. Pasce. 86. d.. El segundo, si ay costumbre en la tierra, que las mugeres den limosna de pan, o vino: porque se presume, q̃ que los maridos la han por buena, aunque expressamente se lo veden: Ca pueden creer, que lo hazen para que no la hagā hagan sobrada. Mas no, si creen que en ninguna manera lo quieren, segun S Antoni. d 2. parte. ti. 1. c. 19. §. 1. arg. c. Per tuas. 3. de sym."
azp1556_ch17_296,"El tercero, † quando lo haze para euitar algun da ño temporal del marido, como lo hizo Abigail e 1. reg. 25.. Y por la mesma, y aun mayor ra zon, si la haze para euitar su da ño spiritual, como si el es muy ma lo, y la haze moderadamẽte moderamente, para q̃ que Dios lo alumbre, y lo trayga a penitencia: con tāto tanto q̃ que lo haga sin escādalo escandalo del f Arg. c. Nihil. de pr æscrip.. El quarto, si el ma rido caresce de seso. El quinto, si el marido esta ausente, porque en tonces la gouernacion de la casa pertenece a la muger, si por el, o por el superior no se ordenare otra cosa, segun Palud. g In. 4. d. 15. q. 3. arti. 6. con clusi. 2. Pero porq̃ porque ni sus dichos, ni su razon se prueuan por derecho, mas sano es de zir, que en estos dos casos, no podra dar mas de (quando mucho) lo que su mari do estando sano, o presente solia dar. El sexto, quan do el marido le se ñalo cierta cosa para su sustẽtamiento sustentamiento, y lo ahor ra, y saca dello para hazer limosna, segũ segun el mismo h Vbi supra. ."
azp1556_ch17_297,"El septimo † si tiene bienes Paraphernales, de los quales puede la muger disponer a su voluntad, saluo donde la costumbre, o estatutos de la tierra di sponen otra cosa. El octauo, si lleuo dote sufficiente, y sabe alguna arte de texer, coser, labrar, vender, comprar, o otra semejante, con que (sin faltar a la deuida administracion dela casa) gana: y ansi se puedẽ pueden cōcertar concertar las opiniones cōtrarias contrarias de vna glosa i l. Sicut. ff. de ope. liber., y delos Theo logos k Thom. Ri char. &amp; Palud. vbi supra., pues delo ansi ganado, puede gastar libremente, como lo siente Barto. l In. l. Caio. ff. de alimen. &amp; ci ba. leg. con tal, que (como sanctamẽte sanctamente dixo Astense) su fami lia no lo aya menester: porque (por las reglas de charidad) prime ro ha de socorrer a los suyos. Y con tal, que los bienes, y las ganan cias no seā sean cōmunes communes entre el marido y ella, y la administraciō administracion reser uada al marido: como lo son comũm ẽte comunmente enestos reynos de Espa ña."
azp1556_ch17_298,"¶ Si † la muger tiene marido prodigo, y gastador, y esconde de los bienes contra su voluntad, para que en tiempo de necessidad, pro uea a si misma, y a el: no haze mal, ni es obligada a le obedecer, si le manda, que le de todo lo que tiene a Angel. verb. Furtum. §. 55.."
azp1556_ch17_299,"¶ Delo que los hijos toman, o dan de lo de sus padres. SVMARIO. Hijo como peca. M. contra el septimo mandamiento, si toma para si algo delos bienes del padre. nu. 156. Aunque sean aduenti cios, o profeticios. nu. 157. Auncon voluntad de su padre, si cō con da ño dela legitima de sus hermanos, aunq̃ aunque sean cosas q̃ que el padre le cōpro compro, Aunque seā sean libros, y armas del hijo, cauallero, doctor, o estudiāte estudiante. n. 158. &amp; seq. O delos dineros del padre ya muerto. nu. 161. O de la ganācia ganancia, que con el dinero del padre gano: o de lo que otro le dio por conteplacion de su padre, o sino quiso con tribuyr los gastos de su hermano estudiāte estudiante. n. 162. O pagar los de los bienes aduenticios. n. 163. &amp; seq. Si no quiere pagar lo que su padre pago por su delicto, o los gastos de sus bodas &amp;c. O cōferir conferir las joyas, q̃ que el suegro dio a su muger, y que, delas otras cosas, y de lo offrecido a su muger. numero. 165. &amp; seq. Legitima delos hijos diuersa en diuersos regnos. numero. 158. Estudio del gasto que enel haze el hijo. nu. 159. &amp;. 164. Donado al hijo por respecto del padre. numero. 162. Ganancias del hijo con el dinero del padre. nu. 161. &amp;. seq. Conferir deue el hijo esto, nume. 165. &amp; seq. Muger aquien se offrecen, o dā dan vestidos, si es se ñora dellos. n. 166."
azp1556_ch17_300,"SI tomo alguna cosa notable de la hazienda del padre para si, cō tra contra su voluntad expressa, o tacita. M. Porque ningun poder tie ne el hijo sobre los bienes del padre en su vida, mas de q̃ que ha de ser alimẽtado alimentado dellos, si de lo suyo no se puede b l. Si quis à li beris. §. Idẽ Idem. de liber agnos.. Y por esto lo q̃ que dellos tomare, ha lo đ de restituyr al padre, o alomenos a sus herederos, por la parte que les viene a cada vno, si el padre en su vida no le hizo gracia dello, segun S. Antonino a 2. part. tit. 1. c. 15. §. 1. ,"
azp1556_ch17_301,"† Aunque los bienes de que le ouiesse tomado fuessen aduenticios, o profecticios por lo arriba di cho b supra. eo. ca. nu. 153.: y puesto que los ouiesse tomado para dar limosna al que no estaua en extrema necessidad. Y aun en caso della, si los tomo, pa ra donar al necessitado, a cuya necessidad podia socorrer con solo prestar, por lo suso dicho c Supra. eo. ca. illatione. 8. nu. 90.. Puede tambien tomar, quando por al gunas conjecturas con razon cree, que su padre lo aura por bien: como quando con su licencia peregrina, o esta enel estudio, y le pa rece que su padre sera contento, que haga aquellas limosnas d Arg. l. Si lon gius. ff. de iudi. cum ei annnot., que los de su qualidad suelen dar. Puede tambien, quando los bienes aduenticios son suyos, quanto a la propriedad, y al vsufruto, como lo son en los casos arriba escritos e Supra eo. ca. num. 153.."
azp1556_ch17_302,"¶ Si † tomo de los bienes del padres dados en peculio, o pegujar profecticio, o de los frutos delos aduenticios, que pertenecian a su padre con su volũtad voluntad para si, mas de lo que el padre le podia dar, por exceder su legitima, y lo q̃ que el padre puede dexar a qualquier estra ño: que (por derecho comun) a las vezes son los dos tercios, y a las vezes la mitad f Authen. de trient. &amp; se miss. coll. &amp; Authen. Nouissima. C. de inoff. testic., y segun el destos reynos de Portugal el ter cio g Lib. 4. ordi. tit. 70., y el delos de Castilla, el quinto h l. 7. &amp;. 8 adiũ cta adiuncta. l. 15. Tauri, y aun el tercio, para mejorar sus hijos. Y si (muerto el padre) no quiere comunicar aquella de masia con sus hermanos, peca. M. con obligacion de restituyr i Per supradi cta iura.. Lo mismo es, si tomo mas de su legitima, por donacion inualida de su padre."
azp1556_ch17_303,"¶ Si tomo fructos de alguna hazienda de su padre en su vida, y de spues de muerto el, no quiere partir con los otros hermanos. M. si el padre no se los dexo coger con intẽcion intencion de con ellos remunerar sus seruicios, o de se los donar, no excediendo ellos a lo que le po dia donar k Bart. in trac. de duob. fratr. n. 1. &amp;. 2.."
azp1556_ch17_304,"¶ Si † no quiso partir con sus hermanos las cosas, que el padre le cō pro compro, pero no se las entrego en vida, aunque sean libros, armas, o o tras cosas, que si fueran entregadas en vida del padre, fuerā fueran bienes castrenses, o quasi castrenses, y enteramente del hijo, quanto a la propriedad, y el vsufructo. M. Porque del todo quedā quedan paternales, y ansi se han de partir entre todos los hermanos: aunque al tiem po que el padre compro las tales cosas, el hijo ya fuesse doctor, o cauallero. Ca para effecto de se hazer aquellos bienes castrenses, o quasi castrẽses castrenses era necessario, q̃ que el padre en su vida los entregara l l. 1. C. de Ca strensi pecu. li. 12. Barto. in. d. tract. nu. 16.. Y lo mesmo se ha de dezir de los libros, que el padre compro, y en trego al hijo estando enel estudio, si no se hizo doctor, o no era ya emancipado. Porq̃ Porque no se hizieron bienes quasi castrenses."
