azp1552_ch17_0,"<root><div type=""chapter""><p>"
azp1552_ch17_363,"SE † a molher do onzeneyro ( ſab ẽdo sabendo que n ão tem mais, que pera re ſtituir as onzenas que leuou) viueo de ſeus be ẽs, podendo viuer hone ſ tamente doutros ſeus ou de ſeus par ẽtes, ou de ſeu trabalho. M. ſeg ũdo segundo ho Card. in Cle. 1. q. 8. de v ſur. ⁊ Imol. in. d. Cle. n. 55. Ho qual (a no ſ ſo parecer) he verdade, nã não que viueo dos me ſmos be ẽs, que por onzena ſe ouuer ã, cu jo ſenhorio n ão pa ſ ſou no onzeneyro. E ainda na que viueo dos outros, com mais ga ſto do que seu e ſtado requeria: Mas n ão, na que viue, ga ſt ã do ſomente, o que ho marido he obrigado a ga ſ tar c õella, polo dote que leuou ou por ſer ſua mo lher. Pois tanto ⁊ mais Argu. l. A ſ ſiduis. C. Qui potio res in pi gnor. ha be. he obrigado ho mari do a mantela, quanto a re ſtituir as onzenas, ain da que tambẽ tambem Silue ſt. verb. v ſura 8. q. 2. ⁊ outros dig ão ho con trayro. Nem he necce ſ ſario pera i ſto, (ainda que ſeria ſancta cou ſa) que ella induza ao marido a q̃ re ſtituya, em tempos ⁊ horas conuenientes: ⁊ ro gar a no ſ ſo ſenhor que ho conuerta a penitencia Nem que proueyto ſamente trabalhe acerca dos taes be ẽs, em os guardar, con ſeruar acrecentar, po ſto que peccaria ſe i ſto n ão fize ſ ſe, como outra qualquer molher."
azp1552_ch17_364,"Nem que † ho õzeneyro tenha cou ſas incertas, obrigadas a re ſtitui ç ão, ⁊ ho bi ſ po de ſpen ſe com ella, pera que po ſ ſa vuier delles como pobre. Nem que e ſtee em nece ſ ſidade ex trema, quanto quer que Silue ſtre vbi ſupra. , ⁊ outros di g ão outra cou ſa. E qua ſi ho me ſmo ſe ha de di zer da molher de outro qualquer, que n ão tẽ tem ma is, do que cumpre pera re ſtituir o que deue, ou ho que tomou inju ſtamente Arg. l. Ill đ ff. ad. l. A quil. c. 2. de tran ſl. p̃la. . E ho me ſmo he dos filhos, que doutra maneira n ão pod ẽ viuer, por ẽ n ão, dos que podem deyxar os pays ⁊ ga nhar de comer, ſeruindo a outros. Porque n ão he obrigado ho pay manter a e ſtes l. Si quis a liberis .§. Sed fi fili ꝰ ff. de liber agno ſc. . Nem t ão pouco dos criados, que n ão ganh ã o que ga ſt ã, ainda que ſi, dos h ũs ⁊ dos outros, quando ju ſ tamente n ão ſabem, que os be ẽs, de que ſe ſo ſt ẽ t ão, for ão auidos por onzena."
azp1552_ch17_365,"E quando † a ſol dada que recebem por ſeu ſerui ço, ⁊ ſeu ga ſto nã não val mais que ho proueyto que fa ʒem na fa ʒenda laurando, cau ãdo, carpentejando, ou reg ẽdo ſua fa ʒenda, com tãto tanto que n ão receb ão a me ſma cou ſa auida por onzena Gabr. in. 4 d. 15. q. 3. col. 16. &amp; 17. . Mas n ão, quando ſeu ſer ui ço (po ſto que ſeja licito) n ão daa outro tanto proueyto na fa ʒenda, quãto quanto val ho ga ſto, que cõ com elles ſe fa ʒ, como he ho daquelles, que n ão ſeru ẽ em mais, que de ho acompanhar ou ſeruir as me ſa, ou em ſemelh ãtes semelhantes cou ſas, ſeg ũdo segundo. S. Bernar dino. Emuyto menos ſe ho ſeru ẽ em cou ſas ſem ꝓueito, como ẽ em lhe criar ſeus c ães, a çores, ou ga ui ães. Angel. ver bo."
azp1552_ch17_366,Re ſtitu tio. §. 21.
azp1552_ch17_367,"¶ Se † recebeo dote de ſeu ſogro onzeneyro, cu ios b ẽs n ão aba ſt ão ꝑa para pagar as õzenas q̃ que deue ſabendoho, ou ignorandoo cõ com ignorancia cra ſ ſa. M. ho qual (a no ſ ſo parecer) n ão ſomente ꝓce de, quando as me ſmas cou ſas ganhadas por on zena, ſe d ão ẽ em dote, ⁊ qñ quando ho dote he ſu ꝑfluo: mas tamb ẽ, qñ quando em dinheiro ou em outras cou ſas, cu jo ſenhorio pa ſ ſa no onzeneiro, ſe daa moderado ⁊ nece ſ ſario: Por q̃ tomou daquelle, q̃ que n ão podia doar nem dotar ſem peccado. E porq̃ porque a molher ſem ho marido n ão pode re ſtituyr ho tal dote: ſe ella quer, ⁊ ho marido n ão con ſente, elle pecca ⁊ ella n ão, cõ com tanto que proponha de re ſtituyr, de ſ poys de morto ho marido, ou quando poder. E ſe elle quer ⁊ ella n ão, pecca ella, ⁊ elle n ão: Mas elle n ão deue participar do tal dote. E ſe ambos concorr ẽ em n ão querer re ſtituyr, ambos e ſt ão ẽ em e ſtado de condena ç ão. c. Peccat ũ. de reg. iur. lib. 6."
azp1552_ch17_368,"Porem tem † hũ hum reme dio. ſ. que ſe ho ſogro tem, o que aba ſta pera re ſtituyr as cou ſas certas, ⁊ deue muytas incertas, pe ç ão ao bi ſpo, que di ſpen ſe cõ com elles, pera quevi u ão dos taes b ẽs, poys n ão tem cõ com que ſe m ãte nh ão c õpetentem ẽte Ang. verb. Re ſtitutio. 1. §. 20. Syl. verb. V ſu ra. 8. q. 5. . E o que acima di ſ ſemos que a molher n ão pode re ſtituyr as õzenas ſem con ſentimento do marido, ſe entẽde entende quando da re ſtituy ç ão ſe ſegui ſ ſe e ſcandalo, ⁊ n ão quãdo quando ſe cretamente ho fize ſ ſe, ſem que ho tal ſe ſegui ſ ſe, polo que acima he dito Supra eod. c. n. 227. . Porem n ão he õzena, ſe ho genrro toma em penhor algũ algum c ãpo ou her dade cõ com pacto, que em quanto ho ſogro ou ſeus herdeiros lhe n ão pagar ẽ ho dote, leue os fruy tos ſem os de ſcontar nelle c. Salubri ter. đ v ſur. : Por q̃ os leua por ſeu intere ſ ſe, ⁊ polo carrego de ſo ſtentar as car gas do matrimonio. E por tanto he nece ſ ſario q̃ concorr ão e ſtas c õdi ç ões."
azp1552_ch17_369,"† A primeira, que ſo ſtenha as cargas do matrimonio, que ham  de ſer e ſtimadas ſegundo a quantidade do dote, ⁊ de ſ conte os que receber, primeiro que as ſo ſtente. A. ij. que ho dote lhe fo ſ ſe prometido pera logo. Porque ſe ho genrro deu dila ç ão ao ſogro ate certo tempo (durando ella) n ão pode ganhar os fruytos, ate que a dila ç ão ſe acabe, ſaluo em pa ga do que ho ſogro por ventura ouue ſ ſe prometi do de lhe dar, em quanto n ão lhe pagaua ho do te, ſeg ũdo segundo Panormitano in. d. c. Sa lubriter. . A. iij. que os fruytos n ão exced ão as cargas do matrimonio, ſeg ũdo segundo Sylue ſtre, o q̃l qual (a no ſ ſo parecer) n ão pode auer lugar, ſe n ão quando ho marido deixa ſ ſe (por a uareza) de tratar ſua molher, como deuia, confor me a ſeu dote l. Si c ũ do te. §. Si a ũt ff. Solu. ma tri. . Porque ſe pervirtude da ab ſtin ẽ cia ou temper ã ça (com vontade della) feze ſ ſe ga ſtos menores por forrar alg ũa cou ſa, pera obras pias ⁊ hone ſtas, n ão ſeria ho tal em ſeu d ãno Quia ne mini ſua vi rtu nocet c. 1. de po ſtul. p̃lat. . A. iiij. que ho penhor ſeja campo ou herdade, de cujos frutos ſo ſtente as cargas do matrimonio. E ainda dizemos, que ſe ho genrro trata por ſi ſoo ou em companhia, ⁊ deixa de ganhar alg ũa cou ſa: por ſeu ſogro lhe n ão pagar ho dote, pode pedir o q̃ ꝓuauelmente ganhara cõ com ho tal trato. l. 2. §. fi. ff. de eoquod cert. loc. gl. c. Con q̃ ſt ꝰ. đ v ſur. A. 5. que ho genrro n ão ſeja cau ſa, que ho ſogro ou ſeus herdeyros n ão lhe dem ſeu dote, ſeg ũdo segundo a com ũ in. d. c. Sa lubriter. đ v ſur.."
azp1552_ch17_370,"† He porẽ porem v ſura empre ſtar ao g ẽrro t ã to, quanto ſe lhe prometeo em dote, ⁊ tomar em penhor a tal herdade, que elle recebeo de ſeu ſo gro, ⁊ leuar os fruytos como os leuaria ho gen ro: porque ao genrro, ho dereito comũ comum lho c õce de por re ʒ ão do intere ſ ſe, ho qual n ão tem o que lhe empre ſta: ainda que bem pode ho genrro dar liberalmente todo ho dereito q̃ que tem na dita po ſ ſi ſ ſ ão, ao que liberalmente lhe empre ſtou. No qual ca ſo, licitamente o que empre ſta pode leuar os fruytos della, n ão por re ʒ ão do dinheyro que empre ſtou, mas por cau ſa da doa ç ão. Tambem pode ho genrro vender ho direyto, que tem na herdade, ⁊ o que lha comprar, licitamente gozar de ſeus fruytos: Porque ni ſto n ão pode auer on zena, ſaluo ſe interueo engano ou fingimenio de c õpra, daquillo que na verdade era ẽpre ſtemo. Syl. verb. v ſura. 3. q. 5."
azp1552_ch17_371,"¶ Dos juizes, auogados, procuradores, e ſcri u ães ⁊ te ſtemunhas, que julgam, ⁊ demand ão onzenas, ⁊ e ſcreuem c õtratos, ou te ſtemunh ã ſobrellas."
azp1552_ch17_372,"SE † ſendo juyz julgou as onzenas ao onze neyro, ou n ão as fe ʒ re ſtituir: ou ſendo procu rador ou auogado procurou ou allegou polo onzeneyro, pera as auer em juizo ou fora delle, ou fez q̃ que n ão ſe re ſtitui ſ ſem. M. cõ com obriga ç ão de re ſtituir in ſolidum. Porque con ſente no pecca do ⁊ ho ajuda a peccar Arg. c. 1. ad Rom. &amp;. c. 1. de offic. deleg.. Nem os e ſcu ſa, que as e ſcripturas que lhe apre ſentar ão, pareci ã ju ſtas, ſe a con ſciencia lhes ditaua, que er ão feytas em fauor das onzenas, ſegundo Inno. ⁊ Ho ſtien. in. c. Mich ael. đ v ſur."
azp1552_ch17_373,"¶ Se ( ſendo e ſcriu ão pruuico) fe ʒ e ſcriptura, pale ãdo por ella as onzenas, ⁊ poẽdo poendo ho c õtrato v ſu rario ſob nome de contrato licito: como ſe ſabia que era penhor, e ſcreueo que era venda: ou ſab ẽ do que deu cento, e ſcreueo nouenta, ou ao con trayro, nouenta, ſabendo q̃ que er ão cento: de maney ra que ju ſtificou ho contrato inju ſto. M. cõ com obri ga ç ão de re ſtituir, ſe ho pr ĩcipal n ão re ſtituir, po lo que acima he dito . ſ. in. c. 11. n. 12., pois efficazmente ajudou ao d ãno."
azp1552_ch17_374,"Ainda † que ſe fez ho talem fauor, do q̃ recebia empre ſtado por ter nece ſ ſidade, ⁊ ho on zeneyro n ão lhe querer empre ſtar de gra ça nẽ nem fa zendo e ſcriptura crara  de onzena, ſe n ão paleada, n ão ſeria obrigado a re ſtituyr, po ſto q̃ que ouue ſ ſe pe cado mortalmente: Como tãpouco tampoco ho ſeria, por auer e ſcripto contracto de crara onzena: Porque (com i ſ ſo) nem deu d ãno, nẽ nem cau ſa delle baſt ãte bastante, poys tambẽ tambem ſe pode ajudar delle, o q̃ que tomou em pre ſtado, como o q̃ que empre ſtou: ſaluo ſe ho fe ʒ nas terras, onde por ſtatuto inju ſto, ou mao co ſtume, os que tom ão empre ſtado aa onzena ſam c õ ſtr ã gidos a pagalas: porq̃ porque ent ão obrigado ſeria a re ſtituyr, polo acima dito, ⁊ ho de Sylue ſtre verb. v ſura 7. §. 7.. He porem certo que, o que ho notairo recebe por ſeu trabalho, de e ſcreuer os contractos v ſurarios, n ão he obrigado a re ſtituyr, po ſto q̃ que ni ſ ſo peque, ⁊ ſeja bõ bom cõ ſelho conselho dalo aos pobres, ſeg ũdo segundo todos."
azp1552_ch17_375,"¶ Se foy te ſtemunha dos taes e ſtromentos v ſu rarios, pecca, com obriga ç ão de re ſtituyr, como ⁊ quãdo quando os e ſcriu ães, ⁊ nẽ nem mais nẽ nem menos: Por q̃ os taes c õtractos ( ſem te ſtemunhas) n ão val ẽ. Syl. vbi ſu p̃ .§. 9."
azp1552_ch17_376,"¶ Se ( ſendo e ſcriu ão ou te ſtemunha) duuidou  de alg ũ c õtracto, ſe era v ſurario ou n ão, pola diuer ſidade das opini ões dos doutores, ⁊ e ſtando na tal duuida fe ʒ contracto em fauor das onzenas. Argu. c. 3. Eccle ſi. &amp; c. Si quis a ũt. de p œ nit. d. 7. M. ⁊ he obrigado are ſtituyr, como ſe ho fizera, ſa bendo que era illicito: ainda que ho peccado, ſe ria algũ algum tãto tanto menor, polo q̃ que em outra parte e ſcre uemos In. d. c. Si quis a ũt. n. 86.. Di ſ ſemos ( eſt ãdo estando em duuida) porq̃ porque ſe ſe achega ſ ſe a opem ão de algũ algum doutor ſol ẽne, f ũda da em re ʒ ão, ⁊ a cre ſ ſe, com boa cõ ſciencia consciencia ho po deria fa ʒer, polo que ali di ſ ſemos. in. d. c. Si quis a ũt. n. 5."
azp1552_ch17_377,"¶ Do q̃ que ha de re ſtituyr ho onzeneiro, ⁊ q̃l qual ſe diz manife ſto, ⁊ das penas em q̃ que encorre."
azp1552_ch17_378,"HO onzeneiro he obrigado a re ſtituir, n ão ſo mente o que leuou al ẽ do q̃ que empre ſtou, mas ainda os fruytos que leuou, do que recebeo por penhor: ⁊ os que per ſua culpa deixou de receber E n ão ho e ſcu ſa dizer que aquelle, a quem em p̃ ſtou ſeu dinheiro ganhou muyto cõ com elle, po ſto q̃ que alg ũs modernos . ſ. Carolus Molineus. dig ão outra cou ſa: porq̃ porque n ão recebe as onzenas, polo que o outro ganhou cõ com seu dinheiro (mediante ſeu trabalho) mas polo que lhe ẽpre ſtou. E ſe elle me ſmo n ão re ſtituyo ( porq̃ porque n ão quer ou n ão pode) ſeus filhos ou her deiros h ão de re ſtituyr, em quanto ſua her ã ça ſe extende: cada hũ hum pola parte que lhe cabe. E ſe al g ũ delles n ão tem pera re ſtituyr, ho outro he o brigado a i ſ ſo, em quanto a parte de ſua heran ça ſe ext ẽde c. Tua nos de v ſur.: ainda que lhe fo ſ ſe dado em dote, ou por qualquer outro titulo, polo qual n ão fica ſ ſe ao onzeneiro outro tanto, ſaluo ſe lhe ficaua ou tra cou ſa, tirando aquillo com que pode ſ ſe re ſti tuyr, o que deuia. N ão he porem obrigado a re ſti tuyr o que c õprou em ſeu nome, cõ com ho dinheiro das õzenas, ſeg ũdo segundo Maior in. 4. d. 15. q. 38., ⁊ am ẽte dacom ũ. in. c. C ũ tu. de v ſur."
azp1552_ch17_379,"¶ Se ho onzeneiro he manife ſto, nenhũ nenhum ſacerdo te ho pode ouuir de confi ſ ſam nẽ nem ab ſoluelo, nem mini ſtrarlhe algũ algum ſacramento, ſem que primeiro re ſtituya as onzenas ( ſeg ũdo segundo ſua faculdade) aos q̃ as leuou, ou lhe dee penhores ou fi ã ça, ſe eſt ã estão pre ſentes, ou ( ſe e ſt ão ab ſentes) aos q̃ que pod ẽ ac q̇ tir pera elles. E n ão os auendo ao bi ſpo, ou a ſeu vigairo, ou a ſeu proprio ſacerdote, em p̃ ſen ça presença de pe ſ ſoas dignas de fee, ou de algũ algum e ſcriu ão, por mandado do ordinario. De maneira que na fi ã ça ou obriga ç ão manife ſte ( ſe pode) craram ẽte a q̃n tidade do q̃ que deue, ⁊ ſe n ão, a juy ʒo de bõ bom var ão. E o que acinte receber menor obriga ç ão, do que he a diuida, fica obrigado de re ſtituyr aas ſuas cu ſtas, ⁊ muyto mais, ſe nenh ũa recebeo. E ſe ho onzeneiro n ão quer fa ʒer i ſto: nenhũ nenhum deue ſer te ſtemunha em ſeu teſtam ẽto testamento: nẽ nem ho deue cõfe ſ ſar confessar n ẽ enterrar em ſagrado: ⁊ ſeu teſtam ẽto testamento (polo me ſ mo deretio) he nenhũ nenhum."
azp1552_ch17_380,"E ſe † n ão pode dar pe nhores ou fian ça, iure que os n ão pode dar, co mo ho ordenou Gregorio. xj. no concilio in. c. Qu ã qu ã de v ſu ris. li. 6.. E a q̃l le que ho enterra em ſagrado ( ſem q̃ que primeiro fa ça ho ſobredito) he excom ũgado Cle. l. de ſe pult., como ſe dira a diante. Mas ſe ho onzeneiro e ſtaa em perigo  de morte, ⁊ quer (mas n ão pode fa ʒer as cou ſas ſo breditas) qualquer ſacerdote ho pode cõfe ſ ſar confessar ⁊ ab ſoluer: ⁊ (auendo ſua licen ça) decrarara ao bis po ſeu ꝓmetimento: pera q̃ que ſe e ſcapar, ho obrigue a re ſtituyr, ⁊ ſe morrer, a ſeus herdeiros. Syl. verb. Re ſtitutio 6. q. 1."
azp1552_ch17_381,"¶ A q̃lle he onzeneiro manife ſto, q̃ que manife ſta ⁊no toriam ẽte empre ſta aa onzena: ou v ẽde ſuas cou ſas, al ẽ do ju ſto p̃ ço riguro ſo, polas dar fiadas Pan. &amp; bur g ẽ. ĩ. c. Ad audi ẽtiam. de empti. E n ão he nece ſ ſario que empre ſte a quantos lhe ped ẽ, (como dizem algũs alguns) porẽ porem ſi, que ſeu empre ſtar ſeja manife ſto, quando ho fa ʒ: po ſto q̃ que Anto nio de burg. in. d. c. Ad audienti ã. cõ com outros teue q̃ que aba ſta, que de ſ pois por ſenten ça, ou por outra via ſe fa ça ho tal notorio ⁊ manife ſto, ho q̃l qual parece mais ju ſto."
azp1552_ch17_382,"¶ Por ſacerdote (ne ſte ca ſo) ent ẽdemos n ão ſo m ẽte ho parochial, mas tãb ẽ tambem q̃l q̃r qualquer confe ſ ſor das ord ẽs m ẽdic ãtes, habilitado por ſeu p̃lado ꝑa para ou uir cõfi ſ ſ ões cõfissões. Por q̃ os taes ſ ã juyzes, dos q̃ que a el les ſe c õfe ſ ſam Syl. verb. v ſura. 9. q. 5."
azp1552_ch17_383,"¶ Os q̃ que ganh ão ꝑa para outros, ſam os filhos q̃ que e ſt ão debaixo do poder do pay: os e ſ crauos ꝓprios proprios, ou alheos po ſ ſuidos cõ com boa fee. .§. i. &amp;. 7. In ſtit. per quas per ſ. nob. oblig. acqui. Ho e ſcriu ão, q̃nto quanto ae ſte ca ſo, nã não ac q̇re ao e ſtra ño, ſaluo ſe ho fa ʒ por mandado do ordinario. Angel. ver bo. v ſura. 2 .§. 8."
azp1552_ch17_384,"¶ N ão aba ſta ao onzeneiro, que confe ſ ſe qu ãtas vezes deu aa õzena: porque he nece ſ ſario q̃ que diga ( ſe ho ſabe) quantas ve ʒes propos deliberada mente de ho fa ʒer. E ſe di ſtintamente n ão ſabe ho verdadeiro numero, diga o que lhe parecer, pouco mais ou menos. Por q̃ e ſta he a regra ge ral ẽ em todolos pcos pecados mortaes cometidos, qñ quando n ão ſe ſabe ho numero certo, como acima ſe di ſ ſe. Supra eo. in. c. 6. n. 14. &amp; Ma ior in. 4. d. 15. q. 20. co l ũna. 3."
azp1552_ch17_385,"¶ Se creo pertinazmente, (i ſto he, ſabendo q̃ que ho contrairo tem a igreja, ou n ão ſe ſometendo aa correy ç ão della) que n ão he peccado mortal em pre ſtar aa onzena, ſeria herege Clem. Ex graui. §. fi. de v ſur. ad iuncta gl. ibi &amp; i Cle. 1. §. Porro. de ſ ũa Tri nit. ⁊ excomũgado excomungado de excomunh ão re ſeruada ao papa."
azp1552_ch17_386,"¶ Se (como em alg ũas partes ſe v ſa) deu alg ũa ſoma de dinheiro a algũs alguns marinheiros, que que ri ão ir a pe ſcar em algũ algum nauio: ⁊ n ão tinh ão di nheiro pera ho prouer de m ãtim ẽtos, ⁊ doutras cou ſas nece ſ ſarias pera a tal pe ſcaria: cõ com pacto q̃ que lhe de ſ ſem tanta parte do ganho, quanta a cada h ũ dos marinheiros coube ſ ſe: com tal condi ç ão, que ſe ho nauio ſe perde ſ ſe, elle tãb ẽ tambem perde ſ ſe ſeu dinheiro: E perdendo ſe ſomente a mercadoria: ou ganhando ſe tampouco della, que n ão aba ſta ſ ſe pera pagar a dita ſoma, que cada hũ hum dos ma rinheiros paga ſ ſe do ſeu, o que lhe coube ſ ſe, pera ſati ſfa ʒer a dita ſoma, perdendo elle tambẽ tambem della outro tãto tanto, quanto cada hũ hum delles. E que ſe n ão ouue ſ ſe ganho nem perda, ⁊ ſomente ſe tira ſ ſe a dita ſoma, que ella ſe de ſ ſe a elle, que a pos, ⁊ os marinheiros fica ſ ſem ſem nada. M. cõ com obriga ç ão de re ſtituyr Per gl. me morabil ẽ / &amp; q̃ que latius ibi Bal. in l. 1. n. 6. C. Pro ſocio. qu ẽ ſequit Ia ſon. in. §.' ſeq ẽs. In ſti. de actio. n. 46. &amp; m ẽt ẽ Tho. &amp; ſui c õm ẽta. 2. S æc. q. 78. 4. ad. 5.. Por q̃ como diz Baldo, in. d. n. 6. ho c õpa nheiro, a quem n ão ſe c õmunica parte do dinhei ro, que ſe p õe na c õpanhia, n ão ha de pagar par te de ſua perda. E e ſte n ão c õmunicou nada da dita ſoma aos c õpanheiros, q̃ que elle quer q̃ que c õmu niqu ẽ em ſua perda. E porq̃ porque quis ſer companhei ro em todolos ca ſos do ganho, ⁊ nos da perda, ſomente em hũ hum. E porque quis, que a dita ſoma (que he ho capital) lhe fica ſ ſe ſem p̃ semper ſaluo, ao me nos, quãto quanto aa mayor parte della: a qual ſe ſe per de ſ ſe, lhe aui ã os outros de pagar de ſua faz ẽda Contra gl. recept. in l. Siluerit. ff. ꝓ pro ſocio.. Creemos porem, q̃ que ho tal podia poer c õdi ç ão, q̃ ſendo ca ſo, que ſe perde ſ ſe toda ou parte da dita ſoma, lhe paga ſ ſem ho ga ſto, que pera ſeu manti mento fizer ão della, are a quantidade que (e ſtan do em ſuas ca ſas) ga ſtar ão. Porque quando hũ hum p õe ſeu dinheiro em companhia, ⁊ ho outro ſua indu ſtria ⁊ trabalho: o que p õe a indu ſtria ⁊ tra balho, n ão ha de tirar do ganho todolos ga ſtos de ſeu mantimento, ſen ão ſoos aquelles, que fez mais do que fizera em ſua ca ſa, ſeg ũdo segundo Baldo. in. d. l. 1. n. 9. E po ſto que ho contrairo pare ça milhor a Sali ceto in. d. l. 1. col. 3., ⁊ fo ſ ſe mais verdadeiro, quando n ão ou ue ſ ſe ho tal pacto, porẽ porem n ão ho ſera q̃ndo ho ou ue ſ ſe. N ẽ ho tal pacto he inju ſto: pois elles n ão pag ão do capital, ſe n ão o que delle tomar ão, ꝑa para ho ga ſto, que em ſuas ca ſas aui ão de fa ʒer Arg. l. Sed &amp; ſi. §. Q đ a ũt. 2. ff. de petit. here di. &amp; l. C ũ duobus. §. Quid ã. ſa gari ã. ff. ꝓ pro ſocio., que n ão cõt ẽ contem de ſigualdade reprouada ne ſta materia.</div></root>"
